codigo,descricao,gtin,preco,estoque
533365,LAVA ROUPAS LIQ ARIEL SC 700ML,7500435141987,17.98,118000
533572,LAVA ROUP AQUAFAST 5L,7898302004801,45.9,0
533574,LAVA ROUP AQUA FAST 3L,7898302005778,27.9,0
533577,LAVA ROUPA LIQ OMO SC 900ML LAVAGEM PERFEITA,7891150064928,15.99,157000
534387,LAVA ROUPA LIQ OMO SC 900ML PURO CUIDADO,7891150064935,15.99,7000
534519,LAVA ROUPAS OMO 800G LAV PERF 534519,7891150064317,19.9,326000
535249,LAVA RPS TOQUE CARINHO 3L CONCENTRADO,7896724506910,19.9,0
535719,DET LIQ OMO 500ML GF 3L VAZIA,7891150061903,49.9,9000
535722,LAVA ROUPAS OMO 800G PURO CUIDADO,7891150064652,19.9,6000
535829,LAVA ROUPA UAU 3L ACTIVE,7891242420113,19.98,281000
535839,LAVA ROUP AQUAFAST 1L M ACAO,7898302004610,11.89,0
535841,LAVA ROUP AQUAFAST 1L GLICERINA,7898302004603,11.89,0
535842,LAVA ROUP AQUAFAST 1L BABY,7898302004627,11.89,0
535885,LAVA ROUPAS SURF SC 1.6KG,7891150066786,19.9,121000
535890,DET PO BRILHANTE SC 800G,7891150066571,12.9,2
536311,LAVA ROUPAS SURF SC 800G CUIDA COCO,7891150066809,9.9,28000
536312,LAVA ROUPAS SURF SC 800G ROSA FLOR,7891150066779,9.9,303000
536467,LAVA ROUPAS OMO 450ML COCO,7891150067219,16.9,12000
536469,LAVA ROUPAS OMO GF 900ML ORIGINAL,7891150063808,24.9,5000
536470,LAVA ROUPAS OMO GF 900ML COCO,7891150063815,24.9,12000
536627,LAVA ROUPA BRILHANTE 4KG,7891150068940,29.9,73000
536975,LAVA ROUPAS OMO 800G PROT MICELAR,7891150072121,19.9,0
537112,LAVA ROUPAS SAIF 900ML GLICERINADO,7896798704182,14.9,3000
537113,LAVA ROUPAS SAIF 900ML COCO,7896798704175,14.9,7000
537443,LAVA ROUPA UAU 5L ACTIVE,7891242420120,34.9,1000
537507,LAVA ROUPAS LIQ OMO 3L PROT MICELAR,7891150072657,52.9,0
537569,LAVA ROUPAS GIRANDO SOL 2L HIPOALERGENICO,7896404607395,22.9,37000
538993,LAVA ROUPA LIQ OMO SC 900ML MICELAR,7891150072671,15.99,11000
539220,LAVA ROUPA OMO CX 400G LAV PERF,7891150065284,12.9,0
539670,TIRA MANCHA BRILHANTE 450ML UTILE,7891150067882,12.9,0
541664,LAVA R CONC BRILHANTE GF 500ML,7891150077294,27.9,6000
542492,LAVA ROUPAS OMO 450ML FINAS DELICADAS,7891150077614,16.9,0
542862,LAVA ROUPAS GIRANDO SOL 800G AZUL,7896404607678,8.99,551000
542863,LAVA ROUPAS GIRANDO SOL 800G ROSA,7896404607692,8.99,416000
542864,LAVA ROUPAS GIRANDO SOL 1.6KG AZUL,7896404607579,14.9,529000
542865,LAVA ROUPAS GIRANDO SOL 1.6KG ROSA,7896404607623,14.9,218000
543223,LAVA R TOQUE CARINHO 500ML DETOX,7896724507290,8.99,0
543386,LAVA ROUPAS GIRANDO SOL 400G HIPOALERGENICO,7896404607654,4.99,4000
543387,LAVA ROUPAS GIRANDO SOL 400G ROSA,7896404607661,4.99,0
543396,LAVA ROUPAS GIRANDO SOL 800G HIPOALEGERNICO,7896404607685,8.99,360000
543397,LAVA ROUPAS GIRANDO SOL 400G AZUL,7896404607647,4.99,2000
544277,LAVA ROUPAS GIRANDO SOL 3L,7896404607531,29.9,103000
544896,LAVA ROUPAS GIRANDO SOL 5L,7896404606725,48.9,36000
544899,LAVA ROUPAS GIRANDO SOL 1L HIPOALERGENICO,7896404607388,12.9,47000
545004,LAVA LOUCA FINISH PO 700G,7891035000133,59.9,0
545250,LAVA ROUPA GOTA LIMPA 3L GLICERINA,7896540902811,29.9,11000
545251,LAVA ROUPA GOTA LIMPA 3L ORIGINAL,7896540902828,29.9,10000
545498,LAVA ROUPAS TIXAN YPE SC 2.4KG 545498,7896098909867,24.9,90000
545499,LAVA ROUPAS TIXAN YPE SC 1.6KG GT 545499,7896098909904,19.98,0
545500,LAVA ROUPAS TIXAN YPE SC 1.6KG GT 545500,7896098909959,19.98,0
545501,LAVA ROUPAS TIXAN YPE SC 800G 545501,7896098909812,11.9,0
545502,LAVA ROUPAS TIXAN YPE CX 800G 545502,7896098909744,11.9,60000
545504,LAVA ROUPAS TIXAN YPE CX 800G 545504,7896098909751,11.9,66000
545560,LAVA R OMO DILUIR 500ML C/ CASCO,7891150077331,45.9,0
545728,LAVA ROUP AQUAFAST 2L M ACAO,7898302004542,19.98,1000
545837,LAVA ROUPAS ASSIM SC 800G,7908324402704,8.99,591000
545843,LAVA ROUPAS SURF SC 2.4KG COCO,7891150086838,22.9,0
545924,LAVA ROUPAS APYCE 800G,798190210261,6.99,574000
545951,LAVA ROUPAS GIRANDO SOL 2.4KG ROSA FLORAL,7896404607418,19.9,205000
545952,LAVA ROUPAS GIRANDO SOL 2.4KG HIPOALERGENICO,7896404607586,19.9,253000
545953,LAVA ROUPAS GIRANDO SOL 2.4KG AZUL,7896404607401,19.9,148000
546672,LAVA ROUPAS ASSIM SC 1.6KG 546672,7908324402728,17.9,4000
546729,LAVA R GOTA LIMPA SC 4KG,7896540902408,35.9,22000
546743,LAVA R GOTA LIMPA SC 1.6KG,7896540902255,15.9,404000
546814,LAVA ROUPAS GOTA LIMPA 800G,7896540902156,7.99,738000
547189,LAVA R BRILHANTE CX 1.6KG,7891150086401,25.9,369000
547381,SABAO EM PO BRILHANTE 500G,7891150086470,9.9,4000
547398,DET GIRANDO SOL 2L NATURAL,7896404600693,9.9,0
548109,LAVA ROUPA GOTA LIMPA 5L ORIGINAL,7896540902927,43.9,18000
548712,LAVA ROUPAS GIRANDO SOL 4KG,7896404607708,32.9,72000
549028,LAVA ROUPA PO TIXAN IPE 800GR,7896098909898,11.9,0
549162,LAVA R OMO DILUIR 500ML S/ CASCO,7891150061415,39.9,0
549194,LAVA ROUPAS ASSIM CX 400G T ACAO,7908324402735,5.99,0
1 MERCADO FROZZA E FERNANDES LTDA - MT,1 MERCADO FROZZA E FERNANDES LTDA - MT,1MERCADOFROZZAEFERNANDESLTDA-MT,1.0,0
TABELA DA LISTA DE PREÇO 1 / 1 / 1,1 MERCADO FROZZA E FERNANDES LTDA - MT,1MERCADOFROZZAEFERNANDESLTDA-MT,1.0,0
Estado:  RIO GRANDE DO SUL  Valida até: 11/01/2026,1 MERCADO FROZZA E FERNANDES LTDA - MT,1MERCADOFROZZAEFERNANDESLTDA-MT,1.0,0
549349,LAVA ROUPA MARASCHIN 1KG MULTIACAO,7896805816020,7.89,0
549501,LAVA ROUPAS OMO 800G LAVANDA,7891150080188,19.9,82000
550250,LAVA ROUPAS SURF SC 2.4KG ROSAS,7891150086845,22.9,26000
550310,LAVA RLIQ NATURESS 1L P&BAUN,7896540902606,19.9,7000
550746,SABAO LIQ OMO ULTRA POWER 1.8L,7891150091269,39.9,2000
550747,LAVA ROUPAS OMO 360G BRANCO ABS,7891150092211,13.89,42000
550790,DET PO SAIF 500G LAVA LOUCA,7896798704625,21.9,7000
551396,LAVA R BRILHANTE CX 2.2KG,7891150086531,28.9,963000
551400,LAVA ROUPAS LIQ SURF 900ML,7891150091030,12.99,46000
551406,LAVA R LIQ GUIMARAES 3L,7898058595707,35.9,9000
552624,DET PO OMO 720G BRANCO ABS,7891150092204,21.9,17000
552840,LAVA ROUPAS TIXAN YPE SC 2.2KG,7896098906750,24.9,0
552906,LAVA ROUPAS TIXAN YPE CONCENTRADO MACIEZ 1.6 KG,7896098909775,19.98,0
553481,LAVA RPS TOQUE CARINHO 1L,7896724504459,10.98,0
554426,LAVA ROUPAS LIQ BRILHANTE 3L HIG TOTAL,7891150064713,35.9,10000
554427,LAVA ROUPAS LIQ BRILHANTE 3LTDELICADEZA TOTAL,7891150071193,35.9,11000
554431,LAVA ROUPAS LIQ SUPREMA 1L,7896524703274,9.9,6000
554622,LAVA ROUPA LIQ BRILHA SUL 2L GLICELINA,7898906657243,14.9,11000
554623,LAVA ROUPA LIQ BRILHA SUL 2L FRESH,7898906657236,14.9,51000
554626,LAVA ROUPA LIQ BRILHA SUL 3L GLICELINA,7898906657328,19.9,53000
554629,LAVA ROUPA LIQ BRILHA SUL 3L AZUL,7898906657496,19.9,41000
554670,LAVA ROUPA LIQ UAU SUL 5L,7891242810549,34.99,2000
554676,LAVA ROUPA OMO 3L LAVANDA,7891150062825,52.9,11000
554836,LAVA ROUPAS LIQ 900ML BEBE HIPOALERGENICO,7891150072800,23.9,13000
554842,LAVA ROUPAS LIQ OMO 900MLP700ML R.DEL.ORI,7891150089518,22.9,0
555675,LAVA ROUPAS SUPREMA 3L MULTI ACAO,7896524703298,24.98,1000
555676,LAVA ROUPAS SUPREMA 3L ULTRA ACAO,7896524700242,24.98,2000
555712,LAVA ROUPAS BRILHA SUL 5L,7898906657984,29.9,7000
555819,LAVA R PO GOTA LIMPA 1.6KG POWER CLEAN,7896540902286,19.9,57000
555820,LAVA R LIQ GOTA LIMPA 3L POWER CLEAN,7896540902835,33.9,5000
555924,LAVA ROUPAS LIPON 3L,7896844001678,23.9,8000
556929,LAVA ROUPAS LIQ BRILHANTE 1.8L,7891150098015,26.9,60000
557190,LAVA ROUPA LIQ OMO 5L,7891150025103,69.9,4000
558227,LAVA ROUPAS BRILHANTE 5L,7891150050938,45.9,7000
558234,LAVA ROUPA PO BRILHANTE 1.6KG CUID.TOTAL,7891150091504,32.9,0
558270,LAVA ROUPAS SURF 1.8L,7891150100381,24.9,33000
558457,LAVA ROUPA OLA 1L,7509546695716,18.9,0
558523,LAVA ROUPA LIQ BRILHA SUL 2L HIPOALERGENICO,7898906657014,14.9,17000
558524,LAVA ROUPA LIQ BRILHA SUL 2L VERDE,7898906657229,14.9,7000
559027,LAVA ROUPA MINUANO CX 800G,7908324403312,6.99,1000
559363,LAVA ROUPAS LIQ P DILUIR 500ML PURO CUIDADO,7891150077324,44.9,0
559459,SABAO B GOTA LIMPA 1KG BLUE,7896540900015,19.9,0
559520,LAVA ROUPAS LIQ OMO 1.4L 559520,7891150104297,36.9,57000
559521,LAVA ROUPAS LIQ OMO 750ML,7891150104266,21.9,93000
559522,LAVA ROUPAS GIRANDO SOL 800G COCO,7896404608194,8.99,119000
559525,LAVA ROUPAS LIQ TIXAN YPE SC 900ML,7896098904893,17.9,0
559545,LAVA ROUPAS GIRANDO SOL 1.6KG COCO,7896404608200,14.9,45000
559784,LAVA ROUPAS LIQ BRILHA SUL SC 900ML,7898906657182,7.99,4000
560053,LAVA ROUPAS TIXAN YPE CX 400G,7896098909720,6.99,0
560129,LAVA R. LIQ BRILHANTE SC 900ML,7891150105249,15.9,98000
560590,LIMPA CARPETE KARPEX 500ML,7891035200007,29.9,0
567681,LAVA ROUPAS GIRANDO SOL 2L GLICERINA,7896404603373,22.9,60000
567682,LAVA ROUPAS GIRANDO SOL 2L COCO,7896404603366,22.9,43000
1182,DET SUPREMA 500ML NATURAL CLEAR,7896524721063,2.79,0
1183,DET SUPREMA 500MLFRUTAS VERMELHAS,7896524721032,2.79,0
501771,LIMP UAU LIMP PES 500ML CLORO ATV,7891242461536,5.99,5000
506768,DET GOTA LIMPA 1L,7896540904402,5.99,59000
520431,DET LIQ BRILHA SUL 500ML,7898906657151,1.89,582000
520440,DET LIQ BRILHA SUL 1L NEUTRO,7898906657847,3.69,3000
520914,DET LIQ YPE 500ML 520914,7896098900185,2.99,3
529138,FINISH POWER TABS SC 235G 15 TB,7891035024368,46.9,5000
531416,DET GIRANDO SOL 500ML GLICERINA,7896404604387,2.79,73000
532213,LAVA LOUCAS PO LIMPOL 1KG,7891022856729,49.9,0
533967,LAVA LOUCA PO FINISH POTE 450G,7891035024399,42.9,2000
534319,DET LIQ YPE 500ML .,7896098906231,2.99,4
534320,DET LIQ YPE 500ML 534320,7896098900277,2.99,386000
536263,LAVA ROUPA LIQ SURF 3L LAVANDA,7891150063631,36.99,10000
542316,DET LIQ CIF 420G ERVA DOCE,7891150071605,9.9,0
542706,DET LIQ CIF 420G LIMAO,7891150071629,9.9,1000
545201,LAVA AUTOS EXPRESS STAR 500ML,7897534850866,10.99,0
545246,LAVA LOUCA GOTA LIMPA 5L CRISTAL,7896540904457,23.9,0
1 MERCADO FROZZA E FERNANDES LTDA - MT,1 MERCADO FROZZA E FERNANDES LTDA - MT,1MERCADOFROZZAEFERNANDESLTDA-MT,1.0,0
TABELA DA LISTA DE PREÇO 1 / 1 / 1,1 MERCADO FROZZA E FERNANDES LTDA - MT,1MERCADOFROZZAEFERNANDESLTDA-MT,1.0,0
Estado:  RIO GRANDE DO SUL  Valida até: 11/01/2026,1 MERCADO FROZZA E FERNANDES LTDA - MT,1MERCADOFROZZAEFERNANDESLTDA-MT,1.0,0
545247,LAVA LOUCA GOTA LIMPA 5L NEUTRO,7896540904464,23.9,2000
545249,LAVA LOUCA GOTA LIMPA 5L MACA,7896540904471,23.9,3000
546344,DET SANIT GOTA LIMPA RF 35G LAVAN 546344,7896540901319,12.9,14000
546610,DET LOUCA AQUA FAST 500ML,7898302000322,2.69,17000
547388,DETERG LOUCA AQUAFAST 1L,7898302002845,4.99,0
547399,DET GIRANDO SOL 2L NEUTRO,7896404600679,9.9,0
549441,FINISH POWERBALL SC 480G,3059946160139,65.9,6000
551683,DETERGENTE LAVA LOUCAS SAIF 1KG,7896798704632,39.9,8000
552086,DET CLORADO ZAVASKI 2L,7896360602151,11.99,0
552103,GEL ADESIVO SAIF 39G PINHO,7896798704687,15.98,10000
554621,DET LIQ BRILHA SUL 1L MACA,7898906657854,3.69,57000
558166,DETERG CONC GOTA LIMPA 420G,7896540900725,7.99,0
559690,DET GIRANDO SOL 5L,7896404600716,24.9,2000
559789,DET LIQ BRILHA SUL 1L COCO,7898906657083,3.69,2000
563523,CAIXA ACOPLADA HARPIC 50G S,7891035146008,27.9,11000
564382,DET LIQ GOTA LIMPA 500ML,7896540900305,2.29,777000
565610,DET GIRANDO SOL 1L LIMAO,7896404607029,5.29,41000
565611,DET GIRANDO SOL 1L MACA,7896404607036,5.29,42000
565612,DET GIRANDO SOL 1L NATURAL,7896404607043,5.29,185000
565613,DET GIRANDO SOL 1L NEUTRO,7896404607050,5.29,133000
566728,DET GIRANDO SOL 500ML LIMAO,7896404600570,2.79,411000
567639,DET GIRANDO SOL 500ML NEUTRO,7896404600655,2.79,326000
567640,DET GIRANDO SOL 500ML MACA,7896404600563,2.79,288000
567641,DET GIRANDO SOL 500ML NATURAL,7896404600587,2.79,307000
1135,PEDRA SANIT NOVO FRESCOR 18G UN,7898969287296,1.49,0
504424,PEDRA SANIT GLADE 25G,7894650001202,4.99,0
504764,DESINF PATO 750ML MARINE 504764,7894650182208,23.9,0
505216,BLOCO HIG HARPIC 26G PINHO,7891035524516,19.9,0
506210,PASTILHA ADES SANIT PATO C/3UN LA 506210,7894650001295,7.99,0
507031,PEDRA SANITARIA DYSSAN 30G,7896844000374,3.49,120000
507302,LIMP HARPIC ACTIVE FRESH 500ML LAVANDA,7891035126000,19.9,11000
508444,PEDRA SANIT HARPIC 25G FRUTAS CITRICAS,7891035524233,4.99,32000
509350,PEDRA SANIT HARPIC 25G AROMA PLUS LAV,7891035524189,4.99,71000
512878,PEDRA SANIT HARPIC 25G ACQUA MARINE,7891035524349,4.99,60000
514485,GEL ADESIVO SAN PATO REFIL UN 514485,7894650002667,18.9,0
514490,GEL ADESIVO SAN PATO REFIL UN 514490,7894650002674,18.9,0
518844,PAST ADES GOTA LIMPA UN LAVANDA,7896540901661,8.99,18000
518845,PAST ADES GOTA LIMPA UN PINHO,7896540901678,8.99,24000
519990,CAIXA ACOPLADA HARPIC 50G VERDE,7891035142420,27.9,29000
520344,BLOCO SANIT GOTA LIMPA UN,7896540901647,10.9,44000
524415,PEDRA GLADE 25 DESCONTO,7894650004241,4.99,0
525586,PEDRA SANIT HIGIE PLUS 35G LAVANDA,7896058700107,3.49,0
527745,PAST ADESIVA HARPIC LV3 PG 2,7891035560767,9.9,88000
527910,BLOCO HIG HARPIC C/ 2 UN 50 DESC,7891035141348,34.9,5000
529483,PEDRA SANIT GOTA LIMPA 25G,7896540901258,2.99,13000
529862,PEDRA SAN PATO UN 25 DESC,7894650014257,5.49,0
531909,DET SAN PATO GEL ADES 12G REFIL,7894650013816,9.98,0
532161,LIMP PATO BLOCO ESPUMA ATIVA UN,7894650014172,29.9,1000
534866,GEL ADESIVO SAIF 39G LAVANDA,7896798704007,15.98,18000
537814,CAIXA ACOPLADA PATO C/2UN MARINE,7894650003756,34.9,0
542247,PAST ADESIVA PATO C/3UN 20DESC 542247,7894650940082,11.9,0
543392,GEL ADES GOTA LIMPA 14X LAVANDA PROMO,7896540903276,22.9,2000
543573,GEL ADES GOTA LIMPA AP 41G LAVANDA,7896540903214,15.9,15000
543574,GEL ADES GOTA LIMPA AP 41G CITRONELA,7896540903245,15.9,8000
543575,GEL ADES GOTA LIMPA AP 41G MARINE,7896540903221,15.9,2000
543576,GEL ADES GOTA LIMPA AP 41G EUCALI 543576,7896540903252,15.9,10000
545127,CX ACOPLADA SAN HIGISOL UN,7896582102095,21.9,74000
545198,GEL SANIT STARLUX APRF UN,7898047691694,22.9,0
547384,GEL ADES GIRANDO SOL 40G APRF 547384,7896404607920,14.9,14000
547385,GEL ADES GIRANDO SOL 27G CITRICO,7896404607951,7.99,44000
547404,BLOCO SAN GIRANDO SOL 35G MARINHO,7896404607906,17.9,8000
547692,GEL ADES GIRANDO SOL 40G REFIL,7896404607937,16.99,31000
548016,PAST ADES 3X STARLUX UN MARINE,7898047691786,6.99,0
548135,GEL ADESIVO SAN PATO REFIL UN 548135,7894650008416,19.9,0
549092,PEDRA SANIT HARPIC C/2UN 549092,7891035002359,7.99,54000
551181,PATO PAST ADESIVA AMOR 4 PAST,7894650008393,14.9,0
552101,GEL ADESIVO SAIF 39G CITRUS,7896798704694,15.98,14000
552102,GEL ADESIVO SAIF 39G MARINE,7896798704014,15.98,16000
552107,PEDRA SANIT HARPIC C/2UN 552107,7891035002403,7.99,80000
552809,PATO GERMINEX DESAFIO DAS FLORES 750ML,7894650010631,19.9,0
553613,GEL ADESIVO SAN PATO C/ APLICADOR CITRUS,7894650009147,19.9,0
1 MERCADO FROZZA E FERNANDES LTDA - MT,1 MERCADO FROZZA E FERNANDES LTDA - MT,1MERCADOFROZZAEFERNANDESLTDA-MT,1.0,0
TABELA DA LISTA DE PREÇO 1 / 1 / 1,1 MERCADO FROZZA E FERNANDES LTDA - MT,1MERCADOFROZZAEFERNANDESLTDA-MT,1.0,0
Estado:  RIO GRANDE DO SUL  Valida até: 11/01/2026,1 MERCADO FROZZA E FERNANDES LTDA - MT,1MERCADOFROZZAEFERNANDESLTDA-MT,1.0,0
553614,PATO GERMINEX GAME DAS FRUTAS 750ML,7894650010624,19.9,0
553615,PATO PASTILHA DESAFIO DAS FLORES 3 PASTILHAS,7894650011614,13.99,0
554650,GEL ADES GOTA LIMPA AP 41G FLORAL,7896540903207,15.9,5000
554651,GEL ADES GOTA LIMPA 7X MARINE PROMO,7896540903344,22.9,15000
554681,PAST ADESIVA HARPIC 5UN 2 EM 1,7891035000140,19.9,162000
556730,PEDRA SANITARIA NOVO FRESCOR 18G,7896798700924,1.99,48000
557222,PATO GEL LAVANDA 38G,7894650009116,16.9,0
558633,PATO GEL ADESIVO 38G CITRUS,7894650009109,16.9,0
560133,LIMP HARPIC CLORO FORTE 750ML,7896222721228,21.9,0
565862,PEDRA SANITARIA SANY BRIL 35G,7898065730047,2.99,0
566887,PEDRA SANIT HARPIC 25G FLORES CAMPO,7891035524240,4.99,72000
567549,BLOCO HIG HARPIC 26G MARINE,7891035524561,19.9,0
503882,AMAC GOTA LIMPA 2L,7896540905447,7.99,310000
506763,AMAC GOTA LIMPA LV2L PG 1.8L,7896540905416,6.99,126000
511008,AMAC ROUPA MON BIJOU CONC 500ML,7891022855876,10.9,3000
513399,AMAC ROUPA YPE CONC 500ML 513399,7896098900383,12.9,0
513856,AMAC CONC GOTA LIMPA 500ML,7896540905201,9.98,59000
517900,AMAC CONC GIRANDO SOL 500ML,7896404603380,9.98,350000
518674,AMAC FOFO CONC SC 900ML,7891150010611,18.9,0
518675,AMAC COMFORT CONC GF 1L 518675,7891150028944,25.9,85000
520031,AMAC GOTA LIMPA 1L BABY,7896540905393,8.99,3000
521594,AMAC COMFORT CONC 500ML 521594,7891150000971,18.9,98000
525131,AMAC DOWNY 500ML PRIMAVERA,7506195143872,14.9,32000
526177,AMAC P/ ROUPA UAU 500ML,7891242420533,11.9,84000
527689,AMAC COMFORT CONC LV500 PG 400ML,7891150048492,16.9,195000
528657,AMAC FOFO CONC GF 1L,7891150028937,21.9,56000
529825,AMAC GIRANDO SOL 5L,7896404600075,23.9,58000
530109,AMAC COMFORT SC 900ML,7891150054561,19.98,267000
532246,AMAC CONC YPE GF 1L,7896098901496,19.9,0
533071,AMAC CONC GIRANDO SOL 1L 533071,7896404604400,19.9,371000
533575,AMACIANTE AQUAFAST 5L,7898302005815,19.9,0
534300,AMAC ROUPA YPE TRAD 500ML 534300,7896098900406,3.49,0
534306,AMAC ROUPA YPE CONC 500ML 534306,7896098900390,12.9,0
534698,AMAC DOWNY 500ML LIRIOS,7506195143858,14.9,37000
534699,AMAC DOWNY 500ML VERAO,7500435153874,14.9,21000
534723,AMAC DOWNY CONC 1L LIRIOS CAMPO,7506339389876,29.9,0
534850,AMAC CONC AQUA FAST 1L ROMANCE,7898302005440,16.9,0
537228,AMAC CONC AQUA FAST 1L SEDUCAO,7898302005471,16.9,2000
537326,AMAC CONC UAU 1L LAVANDA E FRESCOR,7891242441118,18.99,44000
537544,AMAC DOWNY CONC 1L PRIMAVERA,7500435153850,29.9,1000
539234,AMAC TRAD FOFO 1.8L,7891150071070,19.98,2000
539611,AMAC CONC AQUA FAST SPORTS LT,7898302005938,15.9,0
539650,AMAC ROUPA YPE CONC 1.5L,7896098901564,27.99,3000
539651,AMAC ROUPA YPE CONC 1L 539651,7896098901847,23.9,0
539683,AMAC COMFORT TRADICIONAL GF 1.8L,7891150070967,29.9,65000
539787,AMAC DOWNY 450ML ADORAVEL,7500435159999,14.9,0
539789,AMAC DOWNY 450ML MISTICO,7500435160087,14.9,48000
541731,AMAC GOTA LIMPA NATURESSE 1L FRUTAS VER,7896540905324,14.9,35000
541735,AMAC GOTA LIMPA NATURESSE 1L BAUNILHA,7896540905317,14.9,28000
541736,AMAC GOTA LIMPA NATURESSE 1L SANDALO,7896540905300,14.9,16000
542615,AMAC DOWNY GF 900ML SENSITIVE,7500435156967,19.9,5000
544959,AMAC ROUPA YPE TRAD 5L ACONCHEGO 544959,7896098905432,23.9,0
545632,AMAC DOWNY 500ML BRISA,7500435198240,14.9,29000
545713,AMAC CONC AQUA FAST 1.5L BRANCO TERNURA,7898302005969,22.9,0
545723,AMAC CONC AQUA FAST 1.5L ROSA ROMANCE,7898302005952,22.9,0
545960,AMAC CONC GIRANDO SOL 1.5L AZUL,7896404607814,26.9,19000
545973,AMAC CONC GIRANDO SOL 1.5L VERMELHO,7896404607869,26.9,38000
545974,AMAC CONC GIRANDO SOL 1.5L HIPOALERGICO,7896404607838,26.9,37000
545975,AMAC CONC GIRANDO SOL 1.5L COCO,7896404607821,26.9,23000
549163,AMAC YPE 2L 200ML GTS TERNURA,7896098901885,9.9,0
550551,AMAC ROUPA MON BIJOU CONC 1L TRAD,7891022860900,20.9,7000
550552,AMAC ROUPA MON BIJOU CONC 1L MAGIA,7891022861013,20.9,15000
550797,AMAC COMFORT CONC GF 1.5L,7891150065154,33.9,46000
551405,AMAC CONC GUIMARAES 1L,7898058595646,13.99,106000
552077,AMAC FOFO CONC GF 500ML 552077,7891150001596,12.9,40000
552328,AMAC DOWNY CONC 1L INTENSO,7500435201285,29.9,0
553494,AMAC AQUAFAST PACK 50 1L MISTERIO,7898302006263,24.9,0
554078,AMAC COMFORT SC 400ML,7891150095953,11.99,60000
554357,AMACIANTE SUPREMA 2L,7896524723050,7.49,2000
554418,AMAC COMFORT SC 900ML BRISA ELEGA,7891150094178,19.98,1000
554419,AMAC COMFORT SC 900ML ENERG.FLORAL C,7891150094123,19.98,0
1 MERCADO FROZZA E FERNANDES LTDA - MT,1 MERCADO FROZZA E FERNANDES LTDA - MT,1MERCADOFROZZAEFERNANDESLTDA-MT,1.0,0
TABELA DA LISTA DE PREÇO 1 / 1 / 1,1 MERCADO FROZZA E FERNANDES LTDA - MT,1MERCADOFROZZAEFERNANDESLTDA-MT,1.0,0
Estado:  RIO GRANDE DO SUL  Valida até: 11/01/2026,1 MERCADO FROZZA E FERNANDES LTDA - MT,1MERCADOFROZZAEFERNANDESLTDA-MT,1.0,0
554424,AMAC CONC FOFO 900ML AZUL TUDAO,7891150092709,16.9,9000
554624,AMACIANTE BRILHA SUL 5L AZUL,7898906657700,12.9,19000
554625,AMACIANTE BRILHA SUL 5L VERMELHO,7898906657076,12.9,14000
554627,AMACIANTE BRILHA SUL 2L,7898906657403,5.99,11000
554831,AMAC CONC FOFO 1.5L AZUL TUDAO,7891150090842,24.9,26000
555417,AMACIANTE SUPREMA 5L,7896524723142,18.9,0
555493,PASSA ROUPAS PASSE BEM 400ML,7891035002441,18.9,6000
555856,AMACIANTE LIPON 2L,7896844000770,8.99,18000
555860,AMACIANTE BRILHA SUL 5L ROSA,7898906657311,12.9,26000
555861,AMACIANTE BRILHA SUL 5L ROXO,7898906657281,12.9,47000
557852,AMAC DOWNY REFIL 750ML BRISA VERAO,7500435251235,17.9,0
557853,AMAC DOWNY REFIL 750ML SUAVE,7500435251242,17.9,0
557854,AMAC DOWNY REFIL 750ML INTENSO,7500435251259,17.9,0
557986,AMAC BABY JIMO 500ML,7896027075847,15.9,0
557987,LAVA ROUPAS BABY JIMO 500ML,7896027075830,15.9,0
559464,AMAC GOTA LIMPA NATURESSE 1L COCO,7896540905294,14.9,14000
559694,AMAC DOWNY 500ML LAVANDA NOVO,7500435252195,14.9,21000
559783,AMACIANTE BRILHA SUL SC 900ML,7898906657175,12.9,0
559785,AMACIANTE CONC BRILHA SUL 1L,7898906657250,14.9,0
560131,AMAC YPE SC 900ML,7896098903018,15.99,4000
560305,PASSA FACIL COMFORT GATILHO500ML,78907508,21.9,0
560306,PASSA FACIL COMFORT REFIL 500ML,78907515,19.9,0
561846,AMAC GIRANDO SOL 2L,7896404600044,6.89,1
563272,AMAC TOQUE CARINHO 2L TODOS AROMAS,7896724500093,8.9,0
564934,AMAC ACONCHEGO 2L BOUQUET,7896724502882,5.99,0
566036,AMAC GIRANDO SOL 500ML PETALAS,7896404600167,4.99,57000
566038,AMAC GIRANDO SOL 500ML OCEAN AZUL,7896404600037,4.99,40000
566050,AMAC PASSE BEM 500ML REFIL,7891035032103,14.9,0
566051,AMAC PASSE BEM 500ML GATILHO,7891035032004,39.9,3000
567010,PASSA ROUPAS P.MAX C.GATILHO 500ML,7891242531529,6.98,12000
567948,AMAC ROUPA YPE 2L TODOS AROMAS,7896098900161,9.9,555000
505064,ANIL IMPERIAL COLMAN 90G,7891035010200,23.9,0
560579,ANIL IMPERIAL RECKITT 44G,7891035012204,29.9,11000
563904,ANIL LIQ COLMAN 200ML,7891035012501,29.9,0
1602,CERA LIQ INGLEZA 750ML ARDOSIA,7891242412453,14.9,12000
1603,CERA LIQUIDA UAU BRILHOWAX 750ML INCOLOR,7891242405158,14.9,11000
502912,CERA GIRANDO SOL 750ML INCOLOR 502912,7896404600532,8.99,34000
503137,CERA GIRANDO SOL 750ML AMARELA,7896404600556,8.99,11000
506172,CERA GRAN BRILHO 200G BRILHO INST,7896798701600,22.9,7000
